session_id,sample_idx,dt,imu0_ax,imu0_ay,imu0_az,imu0_gx,imu0_gy,imu0_gz,imu1_ax,imu1_ay,imu1_az,imu1_gx,imu1_gy,imu1_gz,ts,imu0_ax_f,imu0_gx_f,imu0_ay_f,imu0_gy_f,imu0_az_f,imu0_gz_f,imu1_ax_f,imu1_gx_f,imu1_ay_f,imu1_gy_f,imu1_az_f,imu1_gz_f,time_s,knee_angle_imu,thigh_pitch,shank_pitch
20260218_175550,10,0.01,-0.194,-8.619,-4.721,-0.0331304347826086,-0.0853277591973244,0.0641103678929765,-0.708,-9.876,-0.528,-0.0687826086956521,-0.0471672240802675,0.1335953177257525,466157,0.1001374893834733,-0.0580218008811109,-8.34169402601647,-0.080298253137124,-5.289772717678202,0.0587673033029539,-0.344592580532286,-0.0239991720985565,-9.749812523813455,-0.0030239524554997,-0.7466945176628867,0.1297267601626277,0.1,172.54121008875086,1.432710785659829,-6.0260791255892965
20260218_175550,11,0.01,0.056,-8.56,-4.928,-0.0391304347826086,-0.4243277591973244,-0.0268896321070234,-0.181,-9.855,-0.424,-0.0567826086956521,-0.1421672240802675,0.1435953177257525,466167,0.1844928188408538,-0.0461340934346218,-8.305014764323511,-0.1411682165695367,-5.322669687402889,0.0571933588944819,-0.3238879955332461,-0.0210617980092834,-9.784718318258337,-0.0124205174333964,-0.6395334192836665,0.1429016572739927,0.11,172.70641360699761,1.4103066944294147,-5.8832796985729665
20260218_175550,12,0.01,-0.026,-8.591,-5.091,-0.0301304347826086,-0.3993277591973244,-0.0038896321070234,0.111,-9.972,-0.397,-0.0807826086956521,-0.1481672240802675,0.1455953177257525,466177,0.2599393568570941,-0.0362171392858849,-8.247416577872249,-0.1886243438219549,-5.382643247249866,0.0602403701805842,-0.3167299041498237,-0.017440218686814,-9.818898397171262,-0.0192004464982714,-0.5189657571814692,0.1548677267838149,0.12,172.85252606887497,1.4040935038146913,-5.743380427310352
20260218_175550,13,0.01,-0.067,-8.499,-5.174,-0.0021304347826086,-0.3393277591973244,0.0201103678929765,0.183,-10.008,-0.275,-0.0317826086956521,-0.1011672240802675,0.1515953177257525,466187,0.3137850337036616,-0.0298797275906419,-8.17785877294411,-0.2127668974229769,-5.461228128071057,0.0712858086491835,-0.3246320437076803,-0.0131220557224138,-9.849315930592876,-0.0199156374269599,-0.3941214902621049,0.1651751285960673,0.13,172.98151185950107,1.4095965272576652,-5.608891613241205
20260218_175550,14,0.01,0.126,-8.27,-5.722,0.0128695652173913,-0.3923277591973244,0.0001103678929765,0.066,-9.765,-0.39,0.0612173913043478,-0.0941672240802675,0.1675953177257525,466197,0.3341712092139081,-0.0281773509020068,-8.107947557433532,-0.2073793838813,-5.545921023815332,0.0921959604465281,-0.3474911673847238,-0.0083933326900786,-9.87390613266308,-0.012394268511068,-0.2730754414564643,0.1734162352525739,0.14,173.09793215763727,1.419869510077679,-5.482198332285048
20260218_175550,15,0.01,0.564,-7.577,-5.931,0.0038695652173913,-0.4783277591973244,-0.0338896321070234,0.093,-9.659,-0.41,0.0642173913043478,-0.1151672240802675,0.1825953177257525,466207,0.3117040228747403,-0.0314624532608253,-8.050241721266621,-0.1709327205684569,-5.62223069166677,0.1229225491142741,-0.3825970540902045,-0.0037335321762143,-9.891508104431496,0.0039248062903084,-0.1626917393147366,0.179256348575372,0.15,173.2089624708757,1.4259053487115292,-5.365132180412759
20260218_175550,16,0.01,0.914,-7.448,-6.128,0.0198695652173913,-0.4523277591973244,-0.0288896321070234,0.096,-9.769,-0.461,0.0232173913043478,-0.0651672240802675,0.1885953177257525,466217,0.2411048931412122,-0.0393239028050502,-8.016287792797526,-0.1069308707733074,-5.676069669631744,0.1613739167878459,-0.4243079981991619,0.0003128812995909,-9.901694363614892,0.0279100291244659,-0.0685890609143858,0.1824652704318081,0.16,173.32395175600757,1.4175424290765242,-5.258505814915967
20260218_175550,17,0.01,0.633,-7.585,-6.28,-0.0171304347826086,-0.3113277591973243,0.0411103678929765,-0.193,-9.845,0.19,0.0032173913043478,0.1038327759197324,0.1905953177257525,466227,0.1225641153609694,-0.0506303153489854,-8.014754988531198,-0.0235162205975206,-5.696052609378186,0.203605497075061,-0.4645231441522702,0.0032563712075158,-9.904585970623977,0.0569084605132717,0.0048837814350141,0.1829450440643765,0.17,173.4534192229139,1.3848402536809195,-5.161740523405175
20260218_175550,18,0.01,0.437,-7.663,-6.063,-0.0661304347826087,-0.1033277591973244,0.2721103678929766,-0.729,-9.815,0.011,-0.0147826086956521,0.2328327759197324,0.1955953177257525,466237,-0.037532324657713,-0.0636764352578987,-8.050031335102489,0.0676435781065996,-5.675301003115806,0.2443255087732392,-0.4938794689597103,0.004752623841127,-9.900721283047591,0.0871288035453218,0.0547372223483941,0.1807474149492034,0.18,173.60759297349995,1.319705911179371,-5.0727011153207044
20260218_175550,19,0.01,-0.036,-8.06,-5.645,-0.0921304347826087,0.4896722408026756,0.4211103678929765,-1.273,-10.074,-0.061,-0.0527826086956521,0.2048327759197324,0.1945953177257525,466247,-0.2267447462908809,-0.0764141279272818,-8.121536180089924,0.1530472849193604,-5.612471793293462,0.2776524878190473,-0.5034065532925677,0.0046577395370289,-9.8909992159843,0.1141603449551155,0.0795048033253586,0.1760748276226273,0.19,173.794802485004,1.2173913280786564,-4.987806186917397
20260218_175550,20,0.01,-0.431,-8.343,-5.346,-0.1651304347826087,0.7056722408026757,0.5021103678929766,-1.564,-10.095,0.31,-0.0117826086956521,0.2008327759197324,0.1755953177257525,466257,-0.4276610369379592,-0.0867331789560234,-8.223835179018122,0.2193725044781109,-5.51189793904983,0.298003545928013,-0.4862275922827764,0.0030538332544224,-9.876667581414438,0.1335362972171972,0.0794276352469795,0.1692611720810106,0.2,174.02012473599936,1.0774607228343993,-4.902414541166254
20260218_175550,21,0.01,-0.909,-8.514,-5.232,-0.1501304347826087,0.7206722408026757,0.5011103678929766,-1.122,-9.892,0.446,0.0592173913043478,0.1778327759197324,0.1595953177257525,466267,-0.6197898964947375,-0.0927467734934145,-8.347471644725537,0.2554693489016812,-5.38290351153772,0.3009566560679971,-0.438856897132279,0.0002522805334804,-9.859297027790848,0.1412595069468392,0.056568014022047,0.1607326479828167,0.21,174.2845889146627,0.9039931008317167,-4.8114179845056135
20260218_175550,22,0.01,-1.086,-8.768,-5.216,-0.1201304347826087,0.5166722408026756,0.4001103678929766,-0.202,-9.881,0.313,0.0362173913043478,0.0358327759197324,0.1305953177257525,466277,-0.7819762701204467,-0.0930363065078506,-8.480303808909952,0.2539887043483653,-5.238483646816799,0.283933207425588,-0.3617538505728153,-0.0032239708839529,-9.84068405124107,0.1342378654282957,0.0147539528581219,0.1509542285002655,0.22,174.5850275849151,0.7050538339075828,-4.709918581177339
20260218_175550,23,0.01,-1.107,-8.765,-5.098,-0.0851304347826086,0.3036722408026756,0.2851103678929766,0.396,-9.89,-0.318,0.0032173913043478,-0.0321672240802675,0.1145953177257525,466287,-0.8949612494944306,-0.0868209627684168,-8.609084995102561,0.2123799098668821,-5.093594628251255,0.2465890753655952,-0.2590311328499632,-0.0066842873802009,-9.822659940345073,0.1106105788801005,-0.040715862434697,0.1403717502545561,0.23,174.91446398606158,0.4916842981258803,-4.5938517158125585
20260218_175550,24,0.01,-1.25,-8.719,-4.939,-0.0771304347826087,0.1426722408026756,0.1881103678929765,0.395,-9.669,-0.202,0.0012173913043478,0.0708327759197324,0.1135953177257525,466297,-0.9437055233511032,-0.0740356050315433,-8.721039299506035,0.1331357186107207,-4.963294191963408,0.190867826069166,-0.1374854078576685,-0.0093462067067816,-9.806829032739838,0.0699685647671883,-0.1036125293600851,0.1293616468595329,0.24,175.26284535098915,0.2767151655994843,-4.4604394834114665
20260218_175550,25,0.01,-1.226,-8.813,-4.819,-0.0401304347826086,-0.0703277591973244,0.0751103678929765,0.22,-9.543,-0.194,0.0032173913043478,0.1768327759197324,0.1215953177257525,466307,-0.9191610621253964,-0.0553190429447016,-8.805245670374726,0.0233148416779331,-4.860942263066923,0.1207362328565634,-0.0052975888342325,-0.0104416415471154,-9.794298631583969,0.0134735738474739,-0.1674891988216866,0.1181984305537768,0.25,175.6179620748847,0.07362650898434564,-4.308411416130959
20260218_175550,26,0.01,-1.016,-8.838,-4.583,-0.0001304347826086,-0.2163277591973244,-0.0158896321070234,0.185,-9.614,-0.333,-0.0337826086956521,0.0868327759197324,0.1165953177257524,466317,-0.8192811665519701,-0.0319278244282475,-8.853716317996932,-0.1065106318038896,-4.79664536471846,0.0416724026849927,0.129231877788225,-0.0093408355453304,-9.785480677196354,-0.0561348296396452,-0.2264387749092292,0.1070446408481114,0.26,175.96646078850253,-0.10445149922285402,-4.137990710720316
20260218_175550,27,0.01,-0.75,-8.929,-4.436,0.0018695652173913,-0.3183277591973243,-0.0778896321070234,0.261,-9.82,-0.441,-0.0687826086956521,-0.0951672240802675,0.1075953177257525,466327,-0.6491798177269541,-0.0055963250364857,-8.86211401818954,-0.243672181934,-4.776108074506804,-0.03999685506064,0.2586602332482597,-0.0056723265058363,-9.780034001136451,-0.1346697580055772,-0.27576593271398,0.0959614969100024,0.27,176.29490806933558,-0.24560165562297132,-3.95069358628749
20260218_175550,28,0.01,-0.406,-8.966,-4.526,-0.0011304347826086,-0.4843277591973244,-0.1598896321070234,0.282,-9.869,-0.383,-0.0527826086956521,-0.2221672240802675,0.0855953177257525,466337,-0.4204728056586365,0.0216367357895729,-8.830086588440535,-0.3749604681036689,-4.800028336166928,-0.1178082736046073,0.3769941910209847,0.0005871012932018,-9.776975138840536,-0.2167846611555868,-0.312472137762574,0.0849338742241507,0.28,176.59087408562414,-0.33988988468484094,-3.7490157990606265
20260218_175550,29,0.01,0.061,-8.839,-4.653,0.0188695652173913,-0.6723277591973243,-0.2538896321070234,0.416,-9.868,-0.301,-0.0127826086956521,-0.3421672240802675,0.0695953177257525,466347,-0.1499423862131771,0.0476196112175029,-8.761213745523959,-0.4881122238753874,-4.86412240462921,-0.1858333199960716,0.4799185586427451,0.0090760042547429,-9.774930461648545,-0.2964095384120535,-0.3354945444985066,0.073902023191369,0.29,176.84399068707472,-0.38007367831733896,-3.5360829912425986
20260218_175550,30,0.01,0.443,-8.715,-5.088,0.0508695652173913,-0.7663277591973244,-0.3138896321070234,0.567,-9.835,-0.306,0.0252173913043478,-0.4351672240802676,0.0605953177257525,466357,0.1422523015293616,0.0702854420765007,-8.662577796236588,-0.5730580468085048,-4.959782080697339,-0.2392359182119796,0.5647447010978836,0.0190786388740334,-9.772459733450605,-0.3672919155003978,-0.3456837380463138,0.0627939284028093,0.3,177.04691051693027,-0.3622375227388992,-3.315327005808578
20260218_175550,31,0.01,0.534,-8.564,-5.347,0.1028695652173913,-0.7353277591973244,-0.3328896321070234,0.657,-9.782,-0.303,0.0472173913043478,-0.4861672240802676,0.0585953177257525,466367,0.4345606925803504,0.0878464082949167,-8.543995469340846,-0.6228088064476821,-5.075264280263001,-0.2746659542493628,0.630175231054916,0.0296194325378057,-9.7683693291748,-0.423575399334189,-0.3455447572512555,0.051554360924337,0.31,177.19606588904776,-0.28629366991123034,-3.0902277808633682
20260218_175550,32,0.01,0.817,-8.374,-5.338,0.1558695652173913,-0.6683277591973243,-0.3168896321070234,0.677,-9.82,-0.447,0.0612173913043478,-0.4861672240802676,0.0495953177257525,466377,0.7059785688019968,0.0989699023997764,-8.41698202056235,-0.6339164663386556,-5.1972222465692655,-0.2904619690516533,0.6759706667626564,0.0396032254905994,-9.761949275906815,-0.4603447472491443,-0.3387913736719179,0.0401680051987575,0.32,177.2921125396018,-0.1562504435281189,-2.864137903926366
20260218_175550,33,0.01,0.988,-8.265,-5.398,0.1258695652173913,-0.5163277591973244,-0.2498896321070234,0.605,-9.829,-0.422,0.0792173913043478,-0.4831672240802676,0.0295953177257525,466387,0.9377510869274952,0.1029171239715896,-8.293550973920057,-0.6065102476491673,-5.312342069808436,-0.286662815475587,0.7025889375153218,0.0479731902384516,-9.753096292669031,-0.4740787170178334,-0.3297718410355004,0.0286745660257276,0.33,177.3399578984823,0.019853535382807763,-2.640188566134908
20260218_175550,34,0.01,1.042,-8.15,-5.505,0.1208695652173913,-0.3863277591973244,-0.2008896321070234,0.577,-9.738,-0.364,0.0922173913043478,-0.4711672240802675,0.0135953177257525,466397,1.1147281778843905,0.0996229201216038,-8.184974435924381,-0.5439701658986306,-5.4088598339517,-0.2648536083449621,0.7108589288956777,0.0538566470143306,-9.742312513181028,-0.4629722982430463,-0.3228245453164333,0.017174458582697,0.34,177.34832234831893,0.23041549538465567,-2.421262156296474
20260218_175550,35,0.01,1.135,-7.936,-5.555,0.1218695652173913,-0.3533277591973244,-0.1898896321070234,0.622,-9.665,-0.246,0.0822173913043478,-0.4321672240802676,0.0045953177257525,466407,1.2263253452577214,0.089701117103604,-8.100636139045854,-0.4523410359058488,-5.477786624688203,-0.2278900538244011,0.7017414085233842,0.0566741899158029,-9.730593145240976,-0.4271101231762633,-0.3216282021284165,0.0058251041017299,0.35,177.32885547477812,0.46113696679472194,-2.210007558427056
20260218_175550,36,0.01,1.327,-7.931,-5.582,0.0768695652173913,-0.3463277591973244,-0.1688896321070234,0.657,-9.637,-0.061,0.0542173913043478,-0.3771672240802676,-0.0064046822742474,466417,1.2670852502528032,0.0743706731287712,-8.04710276836587,-0.3395998435547241,-5.513731306497792,-0.1795517543720219,0.676214787470721,0.0561973658177381,-9.719235977009095,-0.3684879014451798,-0.3286279989040928,-0.0051705302861771,0.36,177.29490554976348,0.696224709565186,-2.0088697406713822
20260218_175550,37,0.01,1.377,-7.908,-5.67,0.0458695652173913,-0.2923277591973244,-0.1438896321070234,0.72,-9.673,-0.103,0.0292173913043478,-0.3151672240802676,-0.0144046822742474,466427,1.2368518706109644,0.0553107976525632,-8.027519419185744,-0.2148696608287996,-5.515265880095428,-0.1241687770546965,0.6352946579208204,0.0525522642871747,-9.70961780120097,-0.2908879208399151,-0.3446348550629846,-0.0155805671760387,0.37,177.26009942118955,0.919794030641914,-1.820106548168607
20260218_175550,38,0.01,1.326,-7.883,-5.623,0.0238695652173913,-0.1483277591973244,-0.0928896321070234,0.664,-9.72,-0.224,0.0192173913043478,-0.2071672240802675,-0.0274046822742474,466437,1.1405686576104763,0.0344644181228391,-8.041401564078138,-0.0876396655252696,-5.484823847774537,-0.0662522967754924,0.5801622039583212,0.046177785962259,-9.702981918803834,-0.1996202316120585,-0.3686893847062474,-0.0251634085405832,0.38,177.2369238693678,1.1173032940850018,-1.6457728365471707
20260218_175550,39,0.01,0.967,-8.03,-5.459,-0.0221304347826086,0.0616722408026755,-0.0048896321070234,0.465,-9.751,-0.383,0.0232173913043478,-0.0821672240802675,-0.0374046822742474,466447,0.9877133214471746,0.0138171199184581,-8.084849582262306,0.0329759398864536,-5.428164925617346,-0.0101478348779766,0.5123516799256488,0.0377545583615954,-9.700267093549373,-0.1011457034643631,-0.3982416947005069,-0.0336872823030408,0.39,177.235507473795,1.2768293594909519,-1.4876631667139897
20260218_175550,40,0.01,0.732,-8.143,-5.195,-0.0251304347826086,0.1816722408026755,0.0571103678929765,0.329,-9.693,-0.492,0.0272173913043478,-0.0081672240802675,-0.0414046822742474,466457,0.7914005151721342,-0.004818298173146,-8.15115767808005,0.1389152418066748,-5.3534848078483215,0.0402760328225139,0.4339404453272306,0.0281212923599997,-9.701990244328591,-0.0026018951506334,-0.429628756956567,-0.0409484263866821,0.4,177.26277853995356,1.3900056132816432,-1.3472158467648714
20260218_175550,41,0.01,0.519,-8.289,-5.142,-0.0321304347826086,0.2436722408026755,0.0951103678929766,0.367,-9.715,-0.648,0.0262173913043478,0.0308327759197324,-0.0454046822742474,466467,0.5672184767020464,-0.0199836704375042,-8.231734739341187,0.2237502692370939,-5.270293395889509,0.0818899641539925,0.3476922357703657,0.0181906872888423,-9.708183202033828,0.088743018221955,-0.4587566205955488,-0.0467866954710158,0.41,177.32211053161868,1.4524988326259125,-1.2253906357553435
20260218_175550,42,0.01,0.348,-8.481,-5.107,-0.0491304347826086,0.3196722408026755,0.1321103678929766,0.471,-9.692,-0.729,0.0342173913043478,0.0818327759197324,-0.0484046822742474,466477,0.3318989542734816,-0.0307022345321523,-8.317209644831687,0.2831324252376926,-5.1882157164283385,0.1125010640871245,0.2571116831462124,0.0088702414107636,-9.718381927983376,0.166079743917415,-0.4818424975664044,-0.0510979978946325,0.42,177.41346587628394,1.4639943752530988,-1.1225397484629016
20260218_175550,43,0.01,0.106,-8.506,-5.063,-0.0681304347826086,0.3986722408026756,0.1681103678929766,0.431,-9.614,-0.677,0.0122173913043478,0.1858327759197324,-0.0524046822742474,466487,0.1019353810677763,-0.0365377946512305,-8.398567317222309,0.3150608006402576,-5.115872776170512,0.1309688709171475,0.1663683827120574,0.0009883230902356,-9.73167039074499,0.2236577989540398,-0.4960588116784119,-0.0538435592194439,0.43,177.53394138402635,1.427760688197031,-1.0382979277766355
20260218_175550,44,0.01,-0.158,-8.6,-4.981,-0.0631304347826087,0.4116722408026756,0.1741103678929766,0.238,-9.715,-0.575,-0.0167826086956521,0.3018327759197324,-0.0514046822742474,466497,-0.1077379133761761,-0.0375832341235556,-8.468161160148787,0.3199417726364713,-5.059974166225161,0.1372279222219697,0.0800530343577036,-0.0047751913304324,-9.746783064726175,0.2573528027068721,-0.4999505970567553,-0.0550562367229305,0.44,177.67854602718697,1.349932473563619,-0.9715214992494273
20260218_175550,45,0.01,-0.368,-8.643,-4.893,-0.0231304347826086,0.3606722408026755,0.1511103678929766,-0.049,-9.805,-0.491,-0.0167826086956521,0.4008327759197324,-0.0554046822742474,466507,-0.2849018829981554,-0.0343846761126734,-8.520472655177171,0.3004248445710229,-5.024713748908017,0.1322123180585702,0.002756048359379,-0.0079517216628685,-9.762263741868232,0.2651415299274973,-0.4935594892401931,-0.0548438033568729,0.45,177.84103099347578,1.238664193223276,-0.9203048133009889
20260218_175550,46,0.01,-0.518,-8.666,-4.897,0.0068695652173913,0.2636722408026756,0.1151103678929765,-0.287,-9.845,-0.416,-0.0207826086956521,0.4278327759197324,-0.0594046822742474,466517,-0.4209500345960787,-0.0278169308799185,-8.552533191363377,0.2610226419998074,-5.011517952469468,0.1176882322095022,-0.0614845221107673,-0.0083341685411522,-9.776663317766232,0.2474093785093666,-0.4782621888916882,-0.053388412542408,0.46,178.01463711041706,1.1032713018298383,-0.8820915877532213
20260218_175550,47,0.01,-0.625,-8.65,-4.946,0.0258695652173913,0.1846722408026755,0.0831103678929765,-0.435,-9.866,-0.341,-0.0237826086956521,0.3978327759197324,-0.0594046822742474,466527,-0.511444510434449,-0.0189340906430233,-8.56397708580625,0.2075511055896005,-5.019156340767224,0.0960124877466634,-0.1097551991679309,-0.0060059524764245,-9.788742133222952,0.207012950678293,-0.4563956296834393,-0.0509407092233563,0.47,178.19269620184755,0.9534250134233705,-0.8538787847292443
20260218_175550,48,0.01,-0.709,-8.487,-4.983,0.0418695652173913,0.1226722408026755,0.0541103678929765,-0.55,-9.882,-0.211,-0.0137826086956521,0.3488327759197324,-0.0564046822742474,466537,-0.5562697656056923,-0.0088230516237331,-8.556750355086734,0.1464539033606541,-5.044182471792992,0.0698464566528447,-0.1407135398747409,-0.0013411654429695,-9.797634367745427,0.1490429911782677,-0.4307785591430674,-0.0478067901671362,0.48,178.36908689523275,0.7984255548372675,-0.8324875499300973
20260218_175550,49,0.03,-0.744,-8.367,-5.27,-0.0121304347826086,-0.0433277591973244,-0.0138896321070234,-0.042,-9.747,-0.319,0.0122173913043478,-0.0691672240802675,-0.0404046822742474,466567,-0.5593557941053611,0.0015156750621197,-8.534550788734629,0.0840952090878556,-5.081628734156693,0.0418615721768664,-0.1547818615653106,0.0050282180240747,-9.80293974845901,0.0802816186563484,-0.4042440850715937,-0.0443269539251733,0.51,178.5385052403872,0.6481943270584981,-0.8133004325544596
20260218_175550,50,0.01,-0.558,-8.424,-5.232,-0.0081304347826086,-0.0823277591973244,-0.0268896321070234,0.098,-9.778,-0.421,0.0112173913043478,-0.1631672240802675,-0.0394046822742474,466577,-0.5279876945655333,0.0112460544751755,-8.502112553340943,0.0261117480135242,-5.125838765406268,0.0144737791933054,-0.1540339539409224,0.0122769575004416,-9.804728565869231,0.0084124847892059,-0.3792726481966408,-0.0408470104062369,0.52,178.69702847086947,0.5061640403757427,-0.7968074887545439
20260218_175550,51,0.01,-0.453,-8.429,-5.362,0.0008695652173913,-0.1043277591973244,-0.0378896321070234,0.024,-9.807,-0.404,0.0072173913043478,-0.1871672240802675,-0.0354046822742474,466587,-0.4717723769276996,0.0197330839545301,-8.46446241376767,-0.0230936103067024,-5.171297659514062,-0.010361120093438,-0.1418155648625837,0.0194768647235875,-9.80346936471344,-0.0588980511855751,-0.3577696481774106,-0.0376852065435233,0.53,178.84185578755603,0.37882030034629277,-0.7793239120978251
20260218_175550,52,0.01,-0.162,-8.303,-5.407,0.0238695652173913,-0.1333277591973244,-0.0518896321070234,-0.102,-9.807,-0.406,0.0192173913043478,-0.1921672240802675,-0.0274046822742474,466597,-0.4013894156837261,0.0265475006690595,-8.426260724196457,-0.0606581417100565,-5.213324703157321,-0.0312704628816202,-0.122209024526556,0.0257030497094666,-9.79990415171064,-0.1149008542173405,-0.340983954658596,-0.0350995483157353,0.54,178.97170277271098,0.2688184158372269,-0.7594788114517089
20260218_175550,53,0.01,-0.084,-8.355,-5.285,0.0258695652173913,-0.0613277591973244,-0.0288896321070234,-0.188,-9.803,-0.334,0.0432173913043478,-0.2231672240802675,-0.0274046822742474,466607,-0.3272971109821153,0.0314515377814663,-8.391306940482535,-0.0853423010001999,-5.248528486845936,-0.0475003636499047,-0.0994652372766137,0.0301440912123489,-9.794899966630773,-0.1545083839082398,-0.3295314541405084,-0.0332608036102212,0.55,179.08668125511738,0.17668525498923493,-0.7366334898935051
20260218_175550,54,0.01,-0.075,-8.349,-5.224,0.0348695652173913,-0.0273277591973244,-0.0298896321070234,-0.128,-9.736,-0.321,0.0642173913043478,-0.2561672240802675,-0.0284046822742474,466617,-0.2585789066182319,0.0343759602106553,-8.362250329085235,-0.0974057089977156,-5.2749815855804565,-0.0588735769147114,-0.0774925489706311,0.0322024993280476,-9.789302882692876,-0.1747882717070101,-0.3234796073789157,-0.0322357515654098,0.56,179.18810336640053,0.10107421140138662,-0.7108224221985201
